ID	dealership	latitude	longitude	source	year	processed_m3
341	MANGUINHOS	-22.89	-43.24	Purge Systems	1990	72459.79
342	MANGUINHOS	-22.89	-43.24	Purge Systems	1991	66176.76
343	MANGUINHOS	-22.89	-43.24	Purge Systems	1992	75812.62
344	MANGUINHOS	-22.89	-43.24	Purge Systems	1993	74800.31
345	MANGUINHOS	-22.89	-43.24	Purge Systems	1994	74610.38
346	MANGUINHOS	-22.89	-43.24	Purge Systems	1995	75528.57
347	MANGUINHOS	-22.89	-43.24	Purge Systems	1996	75549.37
348	MANGUINHOS	-22.89	-43.24	Purge Systems	1997	73804.9
349	MANGUINHOS	-22.89	-43.24	Purge Systems	1998	70878.08
350	MANGUINHOS	-22.89	-43.24	Purge Systems	1999	84336.59
351	MANGUINHOS	-22.89	-43.24	Purge Systems	2000	88755.68
352	MANGUINHOS	-22.89	-43.24	Purge Systems	2001	106416.96
353	MANGUINHOS	-22.89	-43.24	Purge Systems	2002	98212.14
354	MANGUINHOS	-22.89	-43.24	Purge Systems	2003	110574.75
355	MANGUINHOS	-22.89	-43.24	Purge Systems	2004	107917.42
356	MANGUINHOS	-22.89	-43.24	Purge Systems	2005	48977.89
357	MANGUINHOS	-22.89	-43.24	Purge Systems	2006	0
358	MANGUINHOS	-22.89	-43.24	Purge Systems	2007	0
359	MANGUINHOS	-22.89	-43.24	Purge Systems	2008	0
360	MANGUINHOS	-22.89	-43.24	Purge Systems	2009	0
361	MANGUINHOS	-22.89	-43.24	Purge Systems	2010	45951.1
362	MANGUINHOS	-22.89	-43.24	Purge Systems	2011	76120.2
363	MANGUINHOS	-22.89	-43.24	Purge Systems	2012	78969.28
364	MANGUINHOS	-22.89	-43.24	Purge Systems	2013	2086.24
365	MANGUINHOS	-22.89	-43.24	Purge Systems	2014	20433.4
366	MANGUINHOS	-22.89	-43.24	Purge Systems	2015	51151.62
367	MANGUINHOS	-22.89	-43.24	Purge Systems	2016	59934.16
368	MANGUINHOS	-22.89	-43.24	Purge Systems	2017	30836.26
369	MANGUINHOS	-22.89	-43.24	Purge Systems	2018	25796.68
370	MANGUINHOS	-22.89	-43.24	Purge Systems	2019	58737.64
371	MANGUINHOS	-22.89	-43.24	Purge Systems	2020	68101.02
372	MANGUINHOS	-22.89	-43.24	Purge Systems	2021	64276.81
373	MANGUINHOS	-22.89	-43.24	Purge Systems	2022	71401.2
374	MANGUINHOS	-22.89	-43.24	Purge Systems	2023	9707.36
375	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1990	72459.79
376	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1991	66176.76
377	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1992	75812.62
378	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1993	74800.31
379	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1994	74610.38
380	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1995	75528.57
381	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1996	75549.37
382	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1997	73804.9
383	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1998	70878.08
384	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	1999	84336.59
385	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2000	88755.68
386	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2001	106416.96
387	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2002	98212.14
388	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2003	110574.75
389	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2004	107917.42
390	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2005	48977.89
391	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2006	0
392	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2007	0
393	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2008	0
394	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2009	0
395	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2010	45951.1
396	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2011	76120.2
397	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2012	78969.28
398	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2013	2086.24
399	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2014	20433.4
400	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2015	51151.62
401	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2016	59934.16
402	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2017	30836.26
403	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2018	25796.68
404	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2019	58737.64
405	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2020	68101.02
406	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2021	64276.81
407	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2022	71401.2
408	MANGUINHOS	-22.89	-43.24	Fugitive Emissions 	2023	9707.36
409	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1990	376257.56
410	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1991	407865.92
411	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1992	447681.64
412	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1993	541290.4
413	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1994	513903.6
414	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1995	616702.8
415	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1996	627757.2
416	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1997	722506.4
417	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1998	733648.44
418	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	1999	571065.04
419	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2000	658050.68
420	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2001	751689.12
421	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2002	777583.24
422	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2003	715128.4
423	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2004	756626.92
424	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2005	584727.08
425	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2006	657541.64
426	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2007	676215.12
427	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2008	735616
428	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2009	677576.48
429	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2010	592950.68
430	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2011	697821.88
431	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2012	867882.68
432	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2013	868582.96
433	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2014	884811.76
434	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2015	658747.88
435	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2016	882637
436	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2017	817450.2
437	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2018	807444.68
438	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2019	807967.72
439	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2020	631917.44
440	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2021	878825.92
441	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2022	945568.12
442	PETROBRAS	-23.64	-46.48	Catalytic reforming unit	2023	128355.36
443	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1990	497197.49
444	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1991	538965.68
445	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1992	591579.31
446	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1993	715276.6
447	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1994	679086.9
448	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1995	814928.7
449	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1996	829536.3
450	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1997	954740.6
451	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1998	969464.01
452	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	1999	754621.66
453	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2000	869566.97
454	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2001	993303.48
455	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2002	1027520.71
456	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2003	944991.1
457	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2004	999828.43
458	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2005	772675.07
459	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2006	868894.31
460	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2007	893569.98
461	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2008	972064
462	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2009	895368.92
463	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2010	783541.97
464	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2011	922121.77
465	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2012	1146844.97
466	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2013	1147770.34
467	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2014	1169215.54
468	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2015	870488.27
469	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2016	1166341.75
470	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2017	1080202.05
471	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2018	1066980.47
472	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2019	1067671.63
473	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2020	835033.76
474	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2021	1161305.68
475	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2022	1249500.73
476	PETROBRAS	-23.64	-46.48	Fluid Catalytic Cracking Unit (FCC)	2023	169612.44
477	PETROBRAS	-23.64	-46.48	Purge Systems	1990	174691.01
478	PETROBRAS	-23.64	-46.48	Purge Systems	1991	189366.32
479	PETROBRAS	-23.64	-46.48	Purge Systems	1992	207852.19
480	PETROBRAS	-23.64	-46.48	Purge Systems	1993	251313.4
481	PETROBRAS	-23.64	-46.48	Purge Systems	1994	238598.1
482	PETROBRAS	-23.64	-46.48	Purge Systems	1995	286326.3
483	PETROBRAS	-23.64	-46.48	Purge Systems	1996	291458.7
484	PETROBRAS	-23.64	-46.48	Purge Systems	1997	335449.4
485	PETROBRAS	-23.64	-46.48	Purge Systems	1998	340622.49
486	PETROBRAS	-23.64	-46.48	Purge Systems	1999	265137.34
487	PETROBRAS	-23.64	-46.48	Purge Systems	2000	305523.53
488	PETROBRAS	-23.64	-46.48	Purge Systems	2001	348998.52
489	PETROBRAS	-23.64	-46.48	Purge Systems	2002	361020.79
490	PETROBRAS	-23.64	-46.48	Purge Systems	2003	332023.9
491	PETROBRAS	-23.64	-46.48	Purge Systems	2004	351291.07
492	PETROBRAS	-23.64	-46.48	Purge Systems	2005	271480.43
493	PETROBRAS	-23.64	-46.48	Purge Systems	2006	305287.19
494	PETROBRAS	-23.64	-46.48	Purge Systems	2007	313957.02
495	PETROBRAS	-23.64	-46.48	Purge Systems	2008	341536
496	PETROBRAS	-23.64	-46.48	Purge Systems	2009	314589.08
497	PETROBRAS	-23.64	-46.48	Purge Systems	2010	275298.53
498	PETROBRAS	-23.64	-46.48	Purge Systems	2011	323988.73
499	PETROBRAS	-23.64	-46.48	Purge Systems	2012	402945.53
500	PETROBRAS	-23.64	-46.48	Purge Systems	2013	403270.66
501	PETROBRAS	-23.64	-46.48	Purge Systems	2014	410805.46
502	PETROBRAS	-23.64	-46.48	Purge Systems	2015	305847.23
503	PETROBRAS	-23.64	-46.48	Purge Systems	2016	409795.75
504	PETROBRAS	-23.64	-46.48	Purge Systems	2017	379530.45
505	PETROBRAS	-23.64	-46.48	Purge Systems	2018	374885.03
506	PETROBRAS	-23.64	-46.48	Purge Systems	2019	375127.87
507	PETROBRAS	-23.64	-46.48	Purge Systems	2020	293390.24
508	PETROBRAS	-23.64	-46.48	Purge Systems	2021	408026.32
509	PETROBRAS	-23.64	-46.48	Purge Systems	2022	439013.77
510	PETROBRAS	-23.64	-46.48	Purge Systems	2023	59593.56
511	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1990	174691.01
512	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1991	189366.32
513	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1992	207852.19
514	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1993	251313.4
515	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1994	238598.1
516	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1995	286326.3
517	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1996	291458.7
518	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1997	335449.4
519	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1998	340622.49
520	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	1999	265137.34
521	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2000	305523.53
522	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2001	348998.52
523	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2002	361020.79
524	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2003	332023.9
525	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2004	351291.07
526	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2005	271480.43
527	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2006	305287.19
528	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2007	313957.02
529	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2008	341536
530	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2009	314589.08
531	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2010	275298.53
532	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2011	323988.73
533	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2012	402945.53
534	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2013	403270.66
535	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2014	410805.46
536	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2015	305847.23
537	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2016	409795.75
538	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2017	379530.45
539	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2018	374885.03
540	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2019	375127.87
541	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2020	293390.24
542	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2021	408026.32
543	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2022	439013.77
544	PETROBRAS	-23.64	-46.48	Fugitive Emissions 	2023	59593.56
545	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1990	2826849.76
546	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1991	2931664.4
547	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1992	3088831.2
548	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1993	2782064.6
549	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1994	2636933.32
550	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1995	2284976.4
551	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1996	3202720.36
552	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1997	2761728.2
553	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1998	3372322.52
554	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	1999	3413579.96
555	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2000	3029907.16
556	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2001	3124277.52
557	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2002	3147234.44
558	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2003	3198207.6
559	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2004	3563289.8
560	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2005	3478723.92
561	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2006	3567869.2
562	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2007	3422276.2
563	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2008	3625424.32
564	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2009	3400096.56
565	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2010	3605144.48
566	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2011	3533748.12
567	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2012	3703379.4
568	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2013	3960077.8
569	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2014	3867666.6
570	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2015	3263968.96
571	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2016	3175368.28
572	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2017	2919670.88
573	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2018	3125973.76
574	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2019	3122828.24
575	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2020	2966623.24
576	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2021	3068772.84
577	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2022	3372102.72
578	PETROBRAS	-22.72	-43.27	Catalytic reforming unit	2023	604434.04
579	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1990	3735480.04
580	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1991	3873985.1
581	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1992	4081669.8
582	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1993	3676299.65
583	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1994	3484519.03
584	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1995	3019433.1
585	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1996	4232166.19
586	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1997	3649426.55
587	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1998	4456283.33
588	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	1999	4510802.09
589	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2000	4003805.89
590	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2001	4128509.58
591	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2002	4158845.51
592	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2003	4226202.9
593	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2004	4708632.95
594	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2005	4596885.18
595	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2006	4714684.3
596	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2007	4522293.55
597	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2008	4790739.28
598	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2009	4492984.74
599	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2010	4763940.92
600	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2011	4669595.73
601	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2012	4893751.35
602	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2013	5232959.95
603	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2014	5110845.15
604	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2015	4313101.84
605	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2016	4196022.37
606	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2017	3858136.52
607	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2018	4130751.04
608	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2019	4126594.46
609	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2020	3920180.71
610	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2021	4055164.11
611	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2022	4455992.88
612	PETROBRAS	-22.72	-43.27	Fluid Catalytic Cracking Unit (FCC)	2023	798716.41
613	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1990	1817260.56
614	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1991	1884641.4
615	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1992	1985677.2
616	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1993	1788470.1
617	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1994	1695171.42
618	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1995	1468913.4
619	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1996	2058891.66
620	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1997	1775396.7
621	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1998	2167921.62
622	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	1999	2194444.26
623	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2000	1947797.46
624	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2001	2008464.12
625	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2002	2023222.14
626	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2003	2055990.6
627	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2004	2290686.3
628	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2005	2236322.52
629	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2006	2293630.2
630	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2007	2200034.7
631	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2008	2330629.92
632	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2009	2185776.36
633	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2010	2317592.88
634	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2011	2271695.22
635	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2012	2380743.9
636	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2013	2545764.3
637	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2014	2486357.1
638	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2015	2098265.76
639	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2016	2041308.18
640	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2017	1876931.28
641	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2018	2009554.56
642	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2019	2007532.44
643	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2020	1907114.94
644	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2021	1972782.54
645	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2022	2167780.32
646	PETROBRAS	-22.72	-43.27	Fluid Coking Unit	2023	388564.74
647	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1990	3634521.12
648	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1991	3769282.8
649	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1992	3971354.4
650	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1993	3576940.2
651	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1994	3390342.84
652	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1995	2937826.8
653	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1996	4117783.32
654	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1997	3550793.4
655	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1998	4335843.24
656	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	1999	4388888.52
657	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2000	3895594.92
658	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2001	4016928.24
659	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2002	4046444.28
660	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2003	4111981.2
661	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2004	4581372.6
662	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2005	4472645.04
663	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2006	4587260.4
664	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2007	4400069.4
665	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2008	4661259.84
666	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2009	4371552.72
667	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2010	4635185.76
668	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2011	4543390.44
669	PETROBRAS	-22.72	-43.27	Vacuum Distillation Column Condensers	2012	4761487.8
