ID	dealership	latitude	longitude	source	year	processed_m3
704	PETROBRAS	-22.72	-43.27	Purge Systems	2013	1838607.55
705	PETROBRAS	-22.72	-43.27	Purge Systems	2014	1795702.35
706	PETROBRAS	-22.72	-43.27	Purge Systems	2015	1515414.16
707	PETROBRAS	-22.72	-43.27	Purge Systems	2016	1474278.13
708	PETROBRAS	-22.72	-43.27	Purge Systems	2017	1355561.48
709	PETROBRAS	-22.72	-43.27	Purge Systems	2018	1451344.96
710	PETROBRAS	-22.72	-43.27	Purge Systems	2019	1449884.54
711	PETROBRAS	-22.72	-43.27	Purge Systems	2020	1377360.79
712	PETROBRAS	-22.72	-43.27	Purge Systems	2021	1424787.39
713	PETROBRAS	-22.72	-43.27	Purge Systems	2022	1565619.12
714	PETROBRAS	-22.72	-43.27	Purge Systems	2023	280630.09
715	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1990	1312465.96
716	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1991	1361129.9
717	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1992	1434100.2
718	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1993	1291672.85
719	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1994	1224290.47
720	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1995	1060881.9
721	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1996	1486977.31
722	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1997	1282230.95
723	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1998	1565721.17
724	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	1999	1584876.41
725	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2000	1406742.61
726	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2001	1450557.42
727	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2002	1461215.99
728	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2003	1484882.1
729	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2004	1654384.55
730	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2005	1615121.82
731	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2006	1656510.7
732	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2007	1588913.95
733	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2008	1683232.72
734	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2009	1578616.26
735	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2010	1673817.08
736	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2011	1640668.77
737	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2012	1719426.15
738	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2013	1838607.55
739	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2014	1795702.35
740	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2015	1515414.16
741	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2016	1474278.13
742	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2017	1355561.48
743	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2018	1451344.96
744	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2019	1449884.54
745	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2020	1377360.79
746	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2021	1424787.39
747	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2022	1565619.12
748	PETROBRAS	-22.72	-43.27	Fugitive Emissions 	2023	280630.09
749	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1990	1060673.88
750	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1991	921762.24
751	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1992	1100115.24
752	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1993	1230643.68
753	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1994	1662454.36
754	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1995	1587024.04
755	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1996	1867846.4
756	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1997	1670258.8
757	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1998	1839972.68
758	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	1999	1929016.6
759	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2000	2001037.08
760	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2001	1870167.32
761	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2002	1768651.36
762	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2003	1707955.76
763	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2004	1686783.56
764	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2005	1943506.88
765	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2006	1902992
766	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2007	2423225.28
767	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2008	2376492.44
768	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2009	2719059.56
769	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2010	2425783.08
770	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2011	2433443.04
771	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2012	2553567.52
772	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2013	3225528.04
773	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2014	3131419.76
774	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2015	2855661.48
775	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2016	2473896.04
776	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2017	2268113.96
777	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2018	2242579.08
778	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2019	2334593.24
779	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2020	2208479.84
780	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2021	2468019.4
781	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2022	2684055.36
782	PETROBRAS	-29.87	-51.17	Catalytic reforming unit	2023	220461.64
783	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1990	1401604.77
784	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1991	1218042.96
785	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1992	1453723.71
786	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1993	1626207.72
787	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1994	2196814.69
788	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1995	2097138.91
789	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1996	2468225.6
790	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1997	2207127.7
791	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1998	2431392.47
792	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	1999	2549057.65
793	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2000	2644227.57
794	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2001	2471292.53
795	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2002	2337146.44
796	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2003	2256941.54
797	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2004	2228963.99
798	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2005	2568205.52
799	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2006	2514668
800	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2007	3202119.12
801	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2008	3140365.01
802	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2009	3593042.99
803	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2010	3205499.07
804	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2011	3215621.16
805	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2012	3374357.08
806	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2013	4262304.91
807	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2014	4137947.54
808	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2015	3773552.67
809	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2016	3269076.91
810	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2017	2997150.59
811	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2018	2963408.07
812	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2019	3084998.21
813	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2020	2918348.36
814	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2021	3261311.35
815	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2022	3546787.44
816	PETROBRAS	-29.87	-51.17	Fluid Catalytic Cracking Unit (FCC)	2023	291324.31
817	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1990	681861.78
818	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1991	592561.44
819	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1992	707216.94
820	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1993	791128.08
821	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1994	1068720.66
822	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1995	1020229.74
823	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1996	1200758.4
824	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1997	1073737.8
825	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1998	1182839.58
826	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	1999	1240082.1
827	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2000	1286380.98
828	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2001	1202250.42
829	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2002	1136990.16
830	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2003	1097971.56
831	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2004	1084360.86
832	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2005	1249397.28
833	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2006	1223352
834	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2007	1557787.68
835	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2008	1527745.14
836	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2009	1747966.86
837	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2010	1559431.98
838	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2011	1564356.24
839	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2012	1641579.12
840	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2013	2073553.74
841	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2014	2013055.56
842	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2015	1835782.38
843	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2016	1590361.74
844	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2017	1458073.26
845	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2018	1441657.98
846	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2019	1500809.94
847	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2020	1419737.04
848	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2021	1586583.9
849	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2022	1725464.16
850	PETROBRAS	-29.87	-51.17	Fluid Coking Unit	2023	141725.34
851	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1990	1363723.56
852	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1991	1185122.88
853	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1992	1414433.88
854	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1993	1582256.16
855	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1994	2137441.32
856	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1995	2040459.48
857	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1996	2401516.8
858	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1997	2147475.6
859	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1998	2365679.16
860	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	1999	2480164.2
861	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2000	2572761.96
862	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2001	2404500.84
863	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2002	2273980.32
864	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2003	2195943.12
865	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2004	2168721.72
866	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2005	2498794.56
867	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2006	2446704
868	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2007	3115575.36
869	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2008	3055490.28
870	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2009	3495933.72
871	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2010	3118863.96
872	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2011	3128712.48
873	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2012	3283158.24
874	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2013	4147107.48
875	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2014	4026111.12
876	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2015	3671564.76
877	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2016	3180723.48
878	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2017	2916146.52
879	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2018	2883315.96
880	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2019	3001619.88
881	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2020	2839474.08
882	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2021	3173167.8
883	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2022	3450928.32
884	PETROBRAS	-29.87	-51.17	Vacuum Distillation Column Condensers	2023	283450.68
885	PETROBRAS	-29.87	-51.17	Purge Systems	1990	492455.73
886	PETROBRAS	-29.87	-51.17	Purge Systems	1991	427961.04
887	PETROBRAS	-29.87	-51.17	Purge Systems	1992	510767.79
888	PETROBRAS	-29.87	-51.17	Purge Systems	1993	571370.28
889	PETROBRAS	-29.87	-51.17	Purge Systems	1994	771853.81
890	PETROBRAS	-29.87	-51.17	Purge Systems	1995	736832.59
891	PETROBRAS	-29.87	-51.17	Purge Systems	1996	867214.4
892	PETROBRAS	-29.87	-51.17	Purge Systems	1997	775477.3
893	PETROBRAS	-29.87	-51.17	Purge Systems	1998	854273.03
894	PETROBRAS	-29.87	-51.17	Purge Systems	1999	895614.85
895	PETROBRAS	-29.87	-51.17	Purge Systems	2000	929052.93
896	PETROBRAS	-29.87	-51.17	Purge Systems	2001	868291.97
897	PETROBRAS	-29.87	-51.17	Purge Systems	2002	821159.56
898	PETROBRAS	-29.87	-51.17	Purge Systems	2003	792979.46
899	PETROBRAS	-29.87	-51.17	Purge Systems	2004	783149.51
900	PETROBRAS	-29.87	-51.17	Purge Systems	2005	902342.48
901	PETROBRAS	-29.87	-51.17	Purge Systems	2006	883532
902	PETROBRAS	-29.87	-51.17	Purge Systems	2007	1125068.88
903	PETROBRAS	-29.87	-51.17	Purge Systems	2008	1103371.49
904	PETROBRAS	-29.87	-51.17	Purge Systems	2009	1262420.51
905	PETROBRAS	-29.87	-51.17	Purge Systems	2010	1126256.43
906	PETROBRAS	-29.87	-51.17	Purge Systems	2011	1129812.84
907	PETROBRAS	-29.87	-51.17	Purge Systems	2012	1185584.92
908	PETROBRAS	-29.87	-51.17	Purge Systems	2013	1497566.59
909	PETROBRAS	-29.87	-51.17	Purge Systems	2014	1453873.46
910	PETROBRAS	-29.87	-51.17	Purge Systems	2015	1325842.83
911	PETROBRAS	-29.87	-51.17	Purge Systems	2016	1148594.59
912	PETROBRAS	-29.87	-51.17	Purge Systems	2017	1053052.91
913	PETROBRAS	-29.87	-51.17	Purge Systems	2018	1041197.43
914	PETROBRAS	-29.87	-51.17	Purge Systems	2019	1083918.29
915	PETROBRAS	-29.87	-51.17	Purge Systems	2020	1025365.64
916	PETROBRAS	-29.87	-51.17	Purge Systems	2021	1145866.15
917	PETROBRAS	-29.87	-51.17	Purge Systems	2022	1246168.56
918	PETROBRAS	-29.87	-51.17	Purge Systems	2023	102357.19
919	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1990	492455.73
920	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1991	427961.04
921	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1992	510767.79
922	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1993	571370.28
923	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1994	771853.81
924	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1995	736832.59
925	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1996	867214.4
926	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1997	775477.3
927	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1998	854273.03
928	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	1999	895614.85
929	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2000	929052.93
930	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2001	868291.97
931	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2002	821159.56
932	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2003	792979.46
933	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2004	783149.51
934	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2005	902342.48
935	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2006	883532
936	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2007	1125068.88
937	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2008	1103371.49
938	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2009	1262420.51
939	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2010	1126256.43
940	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2011	1129812.84
941	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2012	1185584.92
942	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2013	1497566.59
943	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2014	1453873.46
944	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2015	1325842.83
945	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2016	1148594.59
946	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2017	1053052.91
947	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2018	1041197.43
948	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2019	1083918.29
949	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2020	1025365.64
950	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2021	1145866.15
951	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2022	1246168.56
952	PETROBRAS	-29.87	-51.17	Fugitive Emissions 	2023	102357.19
953	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1990	2072782.6
954	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1991	2134550.32
955	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1992	2071684.72
956	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1993	2133632.48
957	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1994	2087074.36
958	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1995	2110152.52
959	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1996	1850300.76
960	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1997	2127907.32
961	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1998	1966077.68
962	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	1999	2177192.36
963	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2000	2121037.8
964	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2001	2156086.24
965	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2002	2032073.4
966	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2003	2094209.88
967	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2004	2175551
968	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2005	2164473.92
969	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2006	2248470.28
970	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2007	2173349.64
971	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2008	2392119.52
972	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2009	2335938.92
973	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2010	2393459.32
974	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2011	2166445.12
975	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2012	2396669.8
976	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2013	2430802.92
977	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2014	2578061.92
978	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2015	2479909.88
979	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2016	2444256.64
980	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2017	2296500.64
981	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2018	2329412.68
982	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2019	2253724.76
983	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2020	2031319.08
984	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2021	2232742.12
985	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2022	2417155.16
986	PETROBRAS	-19.97	-44.1	Catalytic reforming unit	2023	391808.2
987	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1990	2739034.15
988	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1991	2820655.78
989	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1992	2737583.38
990	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1993	2819442.92
991	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1994	2757919.69
992	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1995	2788415.83
993	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1996	2445040.29
994	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1997	2811877.53
995	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1998	2598031.22
996	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	1999	2877004.19
997	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2000	2802799.95
998	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2001	2849113.96
999	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2002	2685239.85
1000	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2003	2767348.77
1001	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2004	2874835.25
1002	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2005	2860197.68
1003	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2006	2971192.87
1004	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2007	2871926.31
1005	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2008	3161015.08
1006	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2009	3086776.43
1007	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2010	3162785.53
1008	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2011	2862802.48
1009	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2012	3167027.95
1010	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2013	3212132.43
1011	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2014	3406724.68
1012	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2015	3277023.77
1013	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2016	3229910.56
1014	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2017	3034661.56
1015	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2018	3078152.47
1016	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2019	2978136.29
1017	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2020	2684243.07
1018	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2021	2950409.23
1019	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2022	3194097.89
1020	PETROBRAS	-19.97	-44.1	Fluid Catalytic Cracking Unit (FCC)	2023	517746.55
1021	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1990	1332503.1
1022	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1991	1372210.92
1023	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1992	1331797.32
1024	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1993	1371620.88
1025	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1994	1341690.66
1026	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1995	1356526.62
1027	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1996	1189479.06
1028	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1997	1367940.42
1029	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1998	1263907.08
1030	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	1999	1399623.66
1031	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	2000	1363524.3
1032	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	2001	1386055.44
1033	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	2002	1306332.9
1034	PETROBRAS	-19.97	-44.1	Fluid Coking Unit	2003	1346277.78
