ID	Source	State	Number_of_factories_per_state	Municipality	year	Factory_Name	lat	long	fabricated_cement	Unit
786	Produção cimento	São Paulo	12	Votorantim	2014	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	814539,4167	t clínquer
787	Produção cimento	São Paulo	12	Apiaí	2015	INTERCEMENT, Apiaí - SP	-24,518454	-49	722641	t clínquer
788	Produção cimento	São Paulo	12	Cajati	2015	INTERCEMENT, Cajati - SP	-24,709318	-48	722641	t clínquer
789	Produção cimento	São Paulo	12	Cubatão	2015	INTERCEMENT, Cubatão - SP	-23,827832	-46	722641	t clínquer
790	Produção cimento	São Paulo	12	Jacareí	2015	INTERCEMENT, Jacareí - SP	-23,272865	-46	722641	t clínquer
791	Produção cimento	São Paulo	12	Itapeva	2015	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	722641	t clínquer
792	Produção cimento	São Paulo	12	Sorocaba	2015	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	722641	t clínquer
793	Produção cimento	São Paulo	12	Mogi das Cruzes	2015	MIZU, Mogi das Cruzes - SP	-23,449839	-46	722641	t clínquer
794	Produção cimento	São Paulo	12	Mogi das Cruzes	2015	TUPI, Mogi das Cruzes - SP	-23,431076	-46	722641	t clínquer
795	Produção cimento	São Paulo	12	Cubatão	2015	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	722641	t clínquer
796	Produção cimento	São Paulo	12	Ribeirão Grande	2015	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	722641	t clínquer
797	Produção cimento	São Paulo	12	Salto de Pirapora	2015	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	722641	t clínquer
798	Produção cimento	São Paulo	12	Votorantim	2015	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	722641	t clínquer
799	Produção cimento	São Paulo	12	Apiaí	2016	INTERCEMENT, Apiaí - SP	-24,518454	-49	591180,5	t clínquer
800	Produção cimento	São Paulo	12	Cajati	2016	INTERCEMENT, Cajati - SP	-24,709318	-48	591180,5	t clínquer
801	Produção cimento	São Paulo	12	Cubatão	2016	INTERCEMENT, Cubatão - SP	-23,827832	-46	591180,5	t clínquer
802	Produção cimento	São Paulo	12	Jacareí	2016	INTERCEMENT, Jacareí - SP	-23,272865	-46	591180,5	t clínquer
803	Produção cimento	São Paulo	12	Itapeva	2016	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	591180,5	t clínquer
804	Produção cimento	São Paulo	12	Sorocaba	2016	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	591180,5	t clínquer
805	Produção cimento	São Paulo	12	Mogi das Cruzes	2016	MIZU, Mogi das Cruzes - SP	-23,449839	-46	591180,5	t clínquer
806	Produção cimento	São Paulo	12	Mogi das Cruzes	2016	TUPI, Mogi das Cruzes - SP	-23,431076	-46	591180,5	t clínquer
807	Produção cimento	São Paulo	12	Cubatão	2016	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	591180,5	t clínquer
808	Produção cimento	São Paulo	12	Ribeirão Grande	2016	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	591180,5	t clínquer
809	Produção cimento	São Paulo	12	Salto de Pirapora	2016	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	591180,5	t clínquer
810	Produção cimento	São Paulo	12	Votorantim	2016	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	591180,5	t clínquer
811	Produção cimento	São Paulo	12	Apiaí	2017	INTERCEMENT, Apiaí - SP	-24,518454	-49	541181,6667	t clínquer
812	Produção cimento	São Paulo	12	Cajati	2017	INTERCEMENT, Cajati - SP	-24,709318	-48	541181,6667	t clínquer
813	Produção cimento	São Paulo	12	Cubatão	2017	INTERCEMENT, Cubatão - SP	-23,827832	-46	541181,6667	t clínquer
814	Produção cimento	São Paulo	12	Jacareí	2017	INTERCEMENT, Jacareí - SP	-23,272865	-46	541181,6667	t clínquer
815	Produção cimento	São Paulo	12	Itapeva	2017	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	541181,6667	t clínquer
816	Produção cimento	São Paulo	12	Sorocaba	2017	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	541181,6667	t clínquer
817	Produção cimento	São Paulo	12	Mogi das Cruzes	2017	MIZU, Mogi das Cruzes - SP	-23,449839	-46	541181,6667	t clínquer
818	Produção cimento	São Paulo	12	Mogi das Cruzes	2017	TUPI, Mogi das Cruzes - SP	-23,431076	-46	541181,6667	t clínquer
819	Produção cimento	São Paulo	12	Cubatão	2017	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	541181,6667	t clínquer
820	Produção cimento	São Paulo	12	Ribeirão Grande	2017	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	541181,6667	t clínquer
821	Produção cimento	São Paulo	12	Salto de Pirapora	2017	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	541181,6667	t clínquer
822	Produção cimento	São Paulo	12	Votorantim	2017	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	541181,6667	t clínquer
823	Produção cimento	São Paulo	12	Apiaí	2018	INTERCEMENT, Apiaí - SP	-24,518454	-49	524191,9167	t clínquer
824	Produção cimento	São Paulo	12	Cajati	2018	INTERCEMENT, Cajati - SP	-24,709318	-48	524191,9167	t clínquer
825	Produção cimento	São Paulo	12	Cubatão	2018	INTERCEMENT, Cubatão - SP	-23,827832	-46	524191,9167	t clínquer
826	Produção cimento	São Paulo	12	Jacareí	2018	INTERCEMENT, Jacareí - SP	-23,272865	-46	524191,9167	t clínquer
827	Produção cimento	São Paulo	12	Itapeva	2018	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	524191,9167	t clínquer
828	Produção cimento	São Paulo	12	Sorocaba	2018	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	524191,9167	t clínquer
829	Produção cimento	São Paulo	12	Mogi das Cruzes	2018	MIZU, Mogi das Cruzes - SP	-23,449839	-46	524191,9167	t clínquer
830	Produção cimento	São Paulo	12	Mogi das Cruzes	2018	TUPI, Mogi das Cruzes - SP	-23,431076	-46	524191,9167	t clínquer
831	Produção cimento	São Paulo	12	Cubatão	2018	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	524191,9167	t clínquer
832	Produção cimento	São Paulo	12	Ribeirão Grande	2018	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	524191,9167	t clínquer
833	Produção cimento	São Paulo	12	Salto de Pirapora	2018	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	524191,9167	t clínquer
834	Produção cimento	São Paulo	12	Votorantim	2018	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	524191,9167	t clínquer
835	Produção cimento	São Paulo	12	Apiaí	2019	INTERCEMENT, Apiaí - SP	-24,518454	-49	513107,4167	t clínquer
836	Produção cimento	São Paulo	12	Cajati	2019	INTERCEMENT, Cajati - SP	-24,709318	-48	513107,4167	t clínquer
837	Produção cimento	São Paulo	12	Cubatão	2019	INTERCEMENT, Cubatão - SP	-23,827832	-46	513107,4167	t clínquer
838	Produção cimento	São Paulo	12	Jacareí	2019	INTERCEMENT, Jacareí - SP	-23,272865	-46	513107,4167	t clínquer
839	Produção cimento	São Paulo	12	Itapeva	2019	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	513107,4167	t clínquer
840	Produção cimento	São Paulo	12	Sorocaba	2019	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	513107,4167	t clínquer
841	Produção cimento	São Paulo	12	Mogi das Cruzes	2019	MIZU, Mogi das Cruzes - SP	-23,449839	-46	513107,4167	t clínquer
842	Produção cimento	São Paulo	12	Mogi das Cruzes	2019	TUPI, Mogi das Cruzes - SP	-23,431076	-46	513107,4167	t clínquer
843	Produção cimento	São Paulo	12	Cubatão	2019	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	513107,4167	t clínquer
844	Produção cimento	São Paulo	12	Ribeirão Grande	2019	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	513107,4167	t clínquer
845	Produção cimento	São Paulo	12	Salto de Pirapora	2019	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	513107,4167	t clínquer
846	Produção cimento	São Paulo	12	Votorantim	2019	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	513107,4167	t clínquer
847	Produção cimento	São Paulo	12	Apiaí	2020	INTERCEMENT, Apiaí - SP	-24,518454	-49	585602,3333	t clínquer
848	Produção cimento	São Paulo	12	Cajati	2020	INTERCEMENT, Cajati - SP	-24,709318	-48	585602,3333	t clínquer
849	Produção cimento	São Paulo	12	Cubatão	2020	INTERCEMENT, Cubatão - SP	-23,827832	-46	585602,3333	t clínquer
850	Produção cimento	São Paulo	12	Jacareí	2020	INTERCEMENT, Jacareí - SP	-23,272865	-46	585602,3333	t clínquer
851	Produção cimento	São Paulo	12	Itapeva	2020	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	585602,3333	t clínquer
852	Produção cimento	São Paulo	12	Sorocaba	2020	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	585602,3333	t clínquer
853	Produção cimento	São Paulo	12	Mogi das Cruzes	2020	MIZU, Mogi das Cruzes - SP	-23,449839	-46	585602,3333	t clínquer
854	Produção cimento	São Paulo	12	Mogi das Cruzes	2020	TUPI, Mogi das Cruzes - SP	-23,431076	-46	585602,3333	t clínquer
855	Produção cimento	São Paulo	12	Cubatão	2020	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	585602,3333	t clínquer
856	Produção cimento	São Paulo	12	Ribeirão Grande	2020	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	585602,3333	t clínquer
857	Produção cimento	São Paulo	12	Salto de Pirapora	2020	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	585602,3333	t clínquer
858	Produção cimento	São Paulo	12	Votorantim	2020	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	585602,3333	t clínquer
859	Produção cimento	São Paulo	12	Apiaí	2021	INTERCEMENT, Apiaí - SP	-24,518454	-49	651986,25	t clínquer
860	Produção cimento	São Paulo	12	Cajati	2021	INTERCEMENT, Cajati - SP	-24,709318	-48	651986,25	t clínquer
861	Produção cimento	São Paulo	12	Cubatão	2021	INTERCEMENT, Cubatão - SP	-23,827832	-46	651986,25	t clínquer
862	Produção cimento	São Paulo	12	Jacareí	2021	INTERCEMENT, Jacareí - SP	-23,272865	-46	651986,25	t clínquer
863	Produção cimento	São Paulo	12	Itapeva	2021	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	651986,25	t clínquer
864	Produção cimento	São Paulo	12	Sorocaba	2021	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	651986,25	t clínquer
865	Produção cimento	São Paulo	12	Mogi das Cruzes	2021	MIZU, Mogi das Cruzes - SP	-23,449839	-46	651986,25	t clínquer
866	Produção cimento	São Paulo	12	Mogi das Cruzes	2021	TUPI, Mogi das Cruzes - SP	-23,431076	-46	651986,25	t clínquer
867	Produção cimento	São Paulo	12	Cubatão	2021	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	651986,25	t clínquer
868	Produção cimento	São Paulo	12	Ribeirão Grande	2021	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	651986,25	t clínquer
869	Produção cimento	São Paulo	12	Salto de Pirapora	2021	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	651986,25	t clínquer
870	Produção cimento	São Paulo	12	Votorantim	2021	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	651986,25	t clínquer
871	Produção cimento	São Paulo	12	Apiaí	2022	INTERCEMENT, Apiaí - SP	-24,518454	-49	356796,6667	t clínquer
872	Produção cimento	São Paulo	12	Cajati	2022	INTERCEMENT, Cajati - SP	-24,709318	-48	356796,6667	t clínquer
873	Produção cimento	São Paulo	12	Cubatão	2022	INTERCEMENT, Cubatão - SP	-23,827832	-46	356796,6667	t clínquer
874	Produção cimento	São Paulo	12	Jacareí	2022	INTERCEMENT, Jacareí - SP	-23,272865	-46	356796,6667	t clínquer
875	Produção cimento	São Paulo	12	Itapeva	2022	LAFARGEHOLCIM, Itapeva - SP	-23,985412	-49	356796,6667	t clínquer
876	Produção cimento	São Paulo	12	Sorocaba	2022	LAFARGEHOLCIM, Sorocaba - SP	-23,518181	-47	356796,6667	t clínquer
877	Produção cimento	São Paulo	12	Mogi das Cruzes	2022	MIZU, Mogi das Cruzes - SP	-23,449839	-46	356796,6667	t clínquer
878	Produção cimento	São Paulo	12	Mogi das Cruzes	2022	TUPI, Mogi das Cruzes - SP	-23,431076	-46	356796,6667	t clínquer
879	Produção cimento	São Paulo	12	Cubatão	2022	VOTORANTIM CIMENTOS, Cubatão - SP	-23,857266	-46	356796,6667	t clínquer
880	Produção cimento	São Paulo	12	Ribeirão Grande	2022	VOTORANTIM CIMENTOS, Ribeirão Grande - SP	-24,160399	-48	356796,6667	t clínquer
881	Produção cimento	São Paulo	12	Salto de Pirapora	2022	VOTORANTIM CIMENTOS, Salto de Pirapora - SP	-23,628209	-47	356796,6667	t clínquer
882	Produção cimento	São Paulo	12	Votorantim	2022	VOTORANTIM CIMENTOS, Votorantim - SP	-23,591484	-47	356796,6667	t clínquer
883	Produção cimento	Tocantins	1	Xambioá	2014	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	630898	t clínquer
884	Produção cimento	Tocantins	1	Xambioá	2015	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	825767	t clínquer
885	Produção cimento	Tocantins	1	Xambioá	2016	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	704922	t clínquer
886	Produção cimento	Tocantins	1	Xambioá	2017	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	538969	t clínquer
887	Produção cimento	Tocantins	1	Xambioá	2018	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	734667,4286	t clínquer
888	Produção cimento	Tocantins	1	Xambioá	2019	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	607216,7143	t clínquer
889	Produção cimento	Tocantins	1	Xambioá	2020	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	742090	t clínquer
890	Produção cimento	Tocantins	1	Xambioá	2021	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	886319	t clínquer
891	Produção cimento	Tocantins	1	Xambioá	2022	VOTORANTIM CIMENTOS, Xambioá - TO	-6,429763	-48	440132,5714	t clínquer
