ID	Source	State	Number_of_factories_per_state	Municipality	year	Factory_Name	lat	long	fabricated_cement	Unit
400	Produção cimento	Minas Gerais	16	Pains	2022	CARMOCAL, Pains - MG	-20,387358	-46	577745,9375	t clínquer
401	Produção cimento	Minas Gerais	16	Vespasiano	2022	CIMENTOS LIZ, Vespasiano - MG	-19,685616	-44	577745,9375	t clínquer
402	Produção cimento	Minas Gerais	16	Matozinhos	2022	CRH, Matozinhos - MG	-19,540672	-44	577745,9375	t clínquer
403	Produção cimento	Minas Gerais	16	Arcos	2022	CRH, Arcos - MG	-20,31549	-46	577745,9375	t clínquer
404	Produção cimento	Minas Gerais	16	Santa Luzia	2022	CRH, Santa Luzia - MG	-19,810599	-44	577745,9375	t clínquer
405	Produção cimento	Minas Gerais	16	Arcos	2022	CSN, Arcos - MG	-20,315384	-46	577745,9375	t clínquer
406	Produção cimento	Minas Gerais	16	Ijaci	2022	INTERCEMENT, Ijaci - MG	-21,193017	-45	577745,9375	t clínquer
407	Produção cimento	Minas Gerais	16	Pedro Leopoldo	2022	INTERCEMENT, Pedro Leopoldo - MG	-19,627601	-44	577745,9375	t clínquer
408	Produção cimento	Minas Gerais	16	Santana do Paraíso	2022	INTERCEMENT, Santana do Paraíso - MG	-19,476597	-42	577745,9375	t clínquer
409	Produção cimento	Minas Gerais	16	Barroso	2022	LAFARGEHOLCIM, Barroso - MG	-21,182722	-44	577745,9375	t clínquer
410	Produção cimento	Minas Gerais	16	Montes Claros	2022	LAFARGEHOLCIM, Montes Claros - MG	-16,680796	-44	577745,9375	t clínquer
411	Produção cimento	Minas Gerais	16	Pedro Leopoldo	2022	LAFARGEHOLCIM, Pedro Leopoldo - MG	-19,608196	-44	577745,9375	t clínquer
412	Produção cimento	Minas Gerais	16	Santa Luzia	2022	LAFARGEHOLCIM, Santa Luzia - MG	-19,810343	-44	577745,9375	t clínquer
413	Produção cimento	Minas Gerais	16	Carandaí	2022	TUPI, Carandaí - MG	-20,899453	-44	577745,9375	t clínquer
414	Produção cimento	Minas Gerais	16	Itaú de Minas	2022	VOTORANTIM CIMENTOS, Itaú de Minas - MG	-20,761326	-47	577745,9375	t clínquer
415	Produção cimento	Paraná	3	Balsa Nova	2014	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2067482,556	t clínquer
416	Produção cimento	Paraná	3	Adrianopolis	2014	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2067482,556	t clínquer
417	Produção cimento	Paraná	3	Rio Branco do Sul	2014	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2067482,556	t clínquer
418	Produção cimento	Paraná	3	Balsa Nova	2015	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2009431,111	t clínquer
419	Produção cimento	Paraná	3	Adrianopolis	2015	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2009431,111	t clínquer
420	Produção cimento	Paraná	3	Rio Branco do Sul	2015	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2009431,111	t clínquer
421	Produção cimento	Paraná	3	Balsa Nova	2016	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2103539,556	t clínquer
422	Produção cimento	Paraná	3	Adrianopolis	2016	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2103539,556	t clínquer
423	Produção cimento	Paraná	3	Rio Branco do Sul	2016	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2103539,556	t clínquer
424	Produção cimento	Paraná	3	Balsa Nova	2017	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	1951830,667	t clínquer
425	Produção cimento	Paraná	3	Adrianopolis	2017	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	1951830,667	t clínquer
426	Produção cimento	Paraná	3	Rio Branco do Sul	2017	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	1951830,667	t clínquer
427	Produção cimento	Paraná	3	Balsa Nova	2018	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2004643,222	t clínquer
428	Produção cimento	Paraná	3	Adrianopolis	2018	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2004643,222	t clínquer
429	Produção cimento	Paraná	3	Rio Branco do Sul	2018	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2004643,222	t clínquer
430	Produção cimento	Paraná	3	Balsa Nova	2019	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2057517	t clínquer
431	Produção cimento	Paraná	3	Adrianopolis	2019	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2057517	t clínquer
432	Produção cimento	Paraná	3	Rio Branco do Sul	2019	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2057517	t clínquer
433	Produção cimento	Paraná	3	Balsa Nova	2020	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2296444,556	t clínquer
434	Produção cimento	Paraná	3	Adrianopolis	2020	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2296444,556	t clínquer
435	Produção cimento	Paraná	3	Rio Branco do Sul	2020	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2296444,556	t clínquer
436	Produção cimento	Paraná	3	Balsa Nova	2021	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	2626440	t clínquer
437	Produção cimento	Paraná	3	Adrianopolis	2021	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	2626440	t clínquer
438	Produção cimento	Paraná	3	Rio Branco do Sul	2021	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	2626440	t clínquer
439	Produção cimento	Paraná	3	Balsa Nova	2022	ITAMBÉ, Balsa Nova - PR	-25,458566	-50	1482245,333	t clínquer
440	Produção cimento	Paraná	3	Adrianopolis	2022	SUPREMOSECIL, Adrianopolis - PR	-24,66823	-49	1482245,333	t clínquer
441	Produção cimento	Paraná	3	Rio Branco do Sul	2022	VOTORANTIM CIMENTOS, Rio Branco do Sul - PR	-25,192063	-49	1482245,333	t clínquer
442	Produção cimento	Paraíba	4	Pitimbu	2014	BRENNAND, Pitimbu - PB	-7,476009	-35	580800,3889	t clínquer
443	Produção cimento	Paraíba	4	Alhandra	2014	ELIZABETH, Alhandra - PB	-7,371946	-35	580800,3889	t clínquer
444	Produção cimento	Paraíba	4	João Pessoa	2014	INTERCEMENT, João Pessoa - PB	-7,127164	-35	580800,3889	t clínquer
445	Produção cimento	Paraíba	4	Caaporã	2014	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	580800,3889	t clínquer
446	Produção cimento	Paraíba	4	Pitimbu	2015	BRENNAND, Pitimbu - PB	-7,476009	-35	514111,8056	t clínquer
447	Produção cimento	Paraíba	4	Alhandra	2015	ELIZABETH, Alhandra - PB	-7,371946	-35	514111,8056	t clínquer
448	Produção cimento	Paraíba	4	João Pessoa	2015	INTERCEMENT, João Pessoa - PB	-7,127164	-35	514111,8056	t clínquer
449	Produção cimento	Paraíba	4	Caaporã	2015	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	514111,8056	t clínquer
450	Produção cimento	Paraíba	4	Pitimbu	2016	BRENNAND, Pitimbu - PB	-7,476009	-35	619387,1111	t clínquer
451	Produção cimento	Paraíba	4	Alhandra	2016	ELIZABETH, Alhandra - PB	-7,371946	-35	619387,1111	t clínquer
452	Produção cimento	Paraíba	4	João Pessoa	2016	INTERCEMENT, João Pessoa - PB	-7,127164	-35	619387,1111	t clínquer
453	Produção cimento	Paraíba	4	Caaporã	2016	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	619387,1111	t clínquer
454	Produção cimento	Paraíba	4	Pitimbu	2017	BRENNAND, Pitimbu - PB	-7,476009	-35	617123,2222	t clínquer
455	Produção cimento	Paraíba	4	Alhandra	2017	ELIZABETH, Alhandra - PB	-7,371946	-35	617123,2222	t clínquer
456	Produção cimento	Paraíba	4	João Pessoa	2017	INTERCEMENT, João Pessoa - PB	-7,127164	-35	617123,2222	t clínquer
457	Produção cimento	Paraíba	4	Caaporã	2017	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	617123,2222	t clínquer
458	Produção cimento	Paraíba	4	Pitimbu	2018	BRENNAND, Pitimbu - PB	-7,476009	-35	633090,3333	t clínquer
459	Produção cimento	Paraíba	4	Alhandra	2018	ELIZABETH, Alhandra - PB	-7,371946	-35	633090,3333	t clínquer
460	Produção cimento	Paraíba	4	João Pessoa	2018	INTERCEMENT, João Pessoa - PB	-7,127164	-35	633090,3333	t clínquer
461	Produção cimento	Paraíba	4	Caaporã	2018	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	633090,3333	t clínquer
462	Produção cimento	Paraíba	4	Pitimbu	2019	BRENNAND, Pitimbu - PB	-7,476009	-35	753547	t clínquer
463	Produção cimento	Paraíba	4	Alhandra	2019	ELIZABETH, Alhandra - PB	-7,371946	-35	753547	t clínquer
464	Produção cimento	Paraíba	4	João Pessoa	2019	INTERCEMENT, João Pessoa - PB	-7,127164	-35	753547	t clínquer
465	Produção cimento	Paraíba	4	Caaporã	2019	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	753547	t clínquer
466	Produção cimento	Paraíba	4	Pitimbu	2020	BRENNAND, Pitimbu - PB	-7,476009	-35	878952,0833	t clínquer
467	Produção cimento	Paraíba	4	Alhandra	2020	ELIZABETH, Alhandra - PB	-7,371946	-35	878952,0833	t clínquer
468	Produção cimento	Paraíba	4	João Pessoa	2020	INTERCEMENT, João Pessoa - PB	-7,127164	-35	878952,0833	t clínquer
469	Produção cimento	Paraíba	4	Caaporã	2020	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	878952,0833	t clínquer
470	Produção cimento	Paraíba	4	Pitimbu	2021	BRENNAND, Pitimbu - PB	-7,476009	-35	931137,5833	t clínquer
471	Produção cimento	Paraíba	4	Alhandra	2021	ELIZABETH, Alhandra - PB	-7,371946	-35	931137,5833	t clínquer
472	Produção cimento	Paraíba	4	João Pessoa	2021	INTERCEMENT, João Pessoa - PB	-7,127164	-35	931137,5833	t clínquer
473	Produção cimento	Paraíba	4	Caaporã	2021	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	931137,5833	t clínquer
474	Produção cimento	Paraíba	4	Pitimbu	2022	BRENNAND, Pitimbu - PB	-7,476009	-35	524544,3611	t clínquer
475	Produção cimento	Paraíba	4	Alhandra	2022	ELIZABETH, Alhandra - PB	-7,371946	-35	524544,3611	t clínquer
476	Produção cimento	Paraíba	4	João Pessoa	2022	INTERCEMENT, João Pessoa - PB	-7,127164	-35	524544,3611	t clínquer
477	Produção cimento	Paraíba	4	Caaporã	2022	LAFARGEHOLCIM, Caaporã - PB	-7,523418	-35	524544,3611	t clínquer
478	Produção cimento	Pará	3	Capanema	2014	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	532307,3333	t clínquer
479	Produção cimento	Pará	3	Itaituba	2014	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	532307,3333	t clínquer
480	Produção cimento	Pará	3	Primavera	2014	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	532307,3333	t clínquer
481	Produção cimento	Pará	3	Capanema	2015	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	424080,3333	t clínquer
482	Produção cimento	Pará	3	Itaituba	2015	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	424080,3333	t clínquer
483	Produção cimento	Pará	3	Primavera	2015	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	424080,3333	t clínquer
484	Produção cimento	Pará	3	Capanema	2016	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	495466,3333	t clínquer
485	Produção cimento	Pará	3	Itaituba	2016	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	495466,3333	t clínquer
486	Produção cimento	Pará	3	Primavera	2016	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	495466,3333	t clínquer
487	Produção cimento	Pará	3	Capanema	2017	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	444354,6667	t clínquer
488	Produção cimento	Pará	3	Itaituba	2017	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	444354,6667	t clínquer
489	Produção cimento	Pará	3	Primavera	2017	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	444354,6667	t clínquer
490	Produção cimento	Pará	3	Capanema	2018	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	316918,8095	t clínquer
491	Produção cimento	Pará	3	Itaituba	2018	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	316918,8095	t clínquer
492	Produção cimento	Pará	3	Primavera	2018	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	316918,8095	t clínquer
493	Produção cimento	Pará	3	Capanema	2019	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	280477,5714	t clínquer
494	Produção cimento	Pará	3	Itaituba	2019	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	280477,5714	t clínquer
495	Produção cimento	Pará	3	Primavera	2019	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	280477,5714	t clínquer
496	Produção cimento	Pará	3	Capanema	2020	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	271167,3333	t clínquer
497	Produção cimento	Pará	3	Itaituba	2020	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	271167,3333	t clínquer
498	Produção cimento	Pará	3	Primavera	2020	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	271167,3333	t clínquer
499	Produção cimento	Pará	3	Capanema	2021	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	295213,6667	t clínquer
500	Produção cimento	Pará	3	Itaituba	2021	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	295213,6667	t clínquer
501	Produção cimento	Pará	3	Primavera	2021	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	295213,6667	t clínquer
502	Produção cimento	Pará	3	Capanema	2022	NASSAU (Grupo João Santos), Capanema - PA	-1,215072	-47	173174,5238	t clínquer
503	Produção cimento	Pará	3	Itaituba	2022	NASSAU (Grupo João Santos), Itaituba - PA	-4,32251	-56	173174,5238	t clínquer
504	Produção cimento	Pará	3	Primavera	2022	VOTORANTIM CIMENTOS, Primavera - PA	-0,981969	-47	173174,5238	t clínquer
505	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2014	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	249845,7111	t clínquer
506	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2014	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	249845,7111	t clínquer
507	Produção cimento	Pernambuco	5	Goiana	2014	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	249845,7111	t clínquer
508	Produção cimento	Pernambuco	5	Carnaíba	2014	PETRIBÚ, Carnaíba - PE	-7,802184	-38	249845,7111	t clínquer
509	Produção cimento	Pernambuco	5	Paulista	2014	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	249845,7111	t clínquer
510	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2015	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	197205,2444	t clínquer
511	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2015	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	197205,2444	t clínquer
512	Produção cimento	Pernambuco	5	Goiana	2015	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	197205,2444	t clínquer
513	Produção cimento	Pernambuco	5	Carnaíba	2015	PETRIBÚ, Carnaíba - PE	-7,802184	-38	197205,2444	t clínquer
514	Produção cimento	Pernambuco	5	Paulista	2015	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	197205,2444	t clínquer
515	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2016	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	136568,0889	t clínquer
516	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2016	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	136568,0889	t clínquer
517	Produção cimento	Pernambuco	5	Goiana	2016	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	136568,0889	t clínquer
518	Produção cimento	Pernambuco	5	Carnaíba	2016	PETRIBÚ, Carnaíba - PE	-7,802184	-38	136568,0889	t clínquer
519	Produção cimento	Pernambuco	5	Paulista	2016	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	136568,0889	t clínquer
520	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2017	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	108204,3778	t clínquer
521	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2017	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	108204,3778	t clínquer
522	Produção cimento	Pernambuco	5	Goiana	2017	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	108204,3778	t clínquer
523	Produção cimento	Pernambuco	5	Carnaíba	2017	PETRIBÚ, Carnaíba - PE	-7,802184	-38	108204,3778	t clínquer
524	Produção cimento	Pernambuco	5	Paulista	2017	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	108204,3778	t clínquer
525	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2018	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	88544,66667	t clínquer
526	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2018	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	88544,66667	t clínquer
527	Produção cimento	Pernambuco	5	Goiana	2018	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	88544,66667	t clínquer
528	Produção cimento	Pernambuco	5	Carnaíba	2018	PETRIBÚ, Carnaíba - PE	-7,802184	-38	88544,66667	t clínquer
529	Produção cimento	Pernambuco	5	Paulista	2018	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	88544,66667	t clínquer
530	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2019	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	103423,6	t clínquer
531	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2019	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	103423,6	t clínquer
532	Produção cimento	Pernambuco	5	Goiana	2019	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	103423,6	t clínquer
533	Produção cimento	Pernambuco	5	Carnaíba	2019	PETRIBÚ, Carnaíba - PE	-7,802184	-38	103423,6	t clínquer
534	Produção cimento	Pernambuco	5	Paulista	2019	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	103423,6	t clínquer
535	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2020	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	114071,6667	t clínquer
536	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2020	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	114071,6667	t clínquer
537	Produção cimento	Pernambuco	5	Goiana	2020	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	114071,6667	t clínquer
538	Produção cimento	Pernambuco	5	Carnaíba	2020	PETRIBÚ, Carnaíba - PE	-7,802184	-38	114071,6667	t clínquer
539	Produção cimento	Pernambuco	5	Paulista	2020	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	114071,6667	t clínquer
540	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2021	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	94647,26667	t clínquer
541	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2021	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	94647,26667	t clínquer
542	Produção cimento	Pernambuco	5	Goiana	2021	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	94647,26667	t clínquer
543	Produção cimento	Pernambuco	5	Carnaíba	2021	PETRIBÚ, Carnaíba - PE	-7,802184	-38	94647,26667	t clínquer
544	Produção cimento	Pernambuco	5	Paulista	2021	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	94647,26667	t clínquer
545	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2022	CIMENTO FORTE, Cabo de Santo Agostinho - PE	-8,348061	-35	42605,08889	t clínquer
546	Produção cimento	Pernambuco	5	Cabo de Santo Agostinho	2022	INTERCEMENT, Cabo de Santo Agostinho - PE	-8,271973	-35	42605,08889	t clínquer
547	Produção cimento	Pernambuco	5	Goiana	2022	NASSAU (Grupo João Santos) , Goiana - PE	-7,515939	-35	42605,08889	t clínquer
548	Produção cimento	Pernambuco	5	Carnaíba	2022	PETRIBÚ, Carnaíba - PE	-7,802184	-38	42605,08889	t clínquer
549	Produção cimento	Pernambuco	5	Paulista	2022	VOTORANTIM CIMENTOS, Paulista - PE	-7,874628	-35	42605,08889	t clínquer
550	Produção cimento	Piauí	1	Fronteiras	2014	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	738075,5556	t clínquer
551	Produção cimento	Piauí	1	Fronteiras	2015	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	772716,2222	t clínquer
552	Produção cimento	Piauí	1	Fronteiras	2016	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	722933,4444	t clínquer
553	Produção cimento	Piauí	1	Fronteiras	2017	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	437458,8889	t clínquer
554	Produção cimento	Piauí	1	Fronteiras	2018	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	228833,3333	t clínquer
555	Produção cimento	Piauí	1	Fronteiras	2019	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	199800	t clínquer
556	Produção cimento	Piauí	1	Fronteiras	2020	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	153133,3333	t clínquer
557	Produção cimento	Piauí	1	Fronteiras	2021	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	138833,3333	t clínquer
558	Produção cimento	Piauí	1	Fronteiras	2022	NASSAU (Grupo João Santos), Fronteiras - PI	-7,105743	-41	59444,44444	t clínquer
559	Produção cimento	Rio Grande do Norte	3	Currais Novos	2014	ELO, Currais Novos - RN	-6,277593	-37	643204,8519	t clínquer
560	Produção cimento	Rio Grande do Norte	3	Mossoró	2014	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	643204,8519	t clínquer
561	Produção cimento	Rio Grande do Norte	3	Baraúna	2014	MIZU, Baraúna - RN	-5,073479	-38	643204,8519	t clínquer
562	Produção cimento	Rio Grande do Norte	3	Currais Novos	2015	ELO, Currais Novos - RN	-6,277593	-37	657015,7407	t clínquer
563	Produção cimento	Rio Grande do Norte	3	Mossoró	2015	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	657015,7407	t clínquer
564	Produção cimento	Rio Grande do Norte	3	Baraúna	2015	MIZU, Baraúna - RN	-5,073479	-38	657015,7407	t clínquer
565	Produção cimento	Rio Grande do Norte	3	Currais Novos	2016	ELO, Currais Novos - RN	-6,277593	-37	502765,1481	t clínquer
566	Produção cimento	Rio Grande do Norte	3	Mossoró	2016	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	502765,1481	t clínquer
567	Produção cimento	Rio Grande do Norte	3	Baraúna	2016	MIZU, Baraúna - RN	-5,073479	-38	502765,1481	t clínquer
568	Produção cimento	Rio Grande do Norte	3	Currais Novos	2017	ELO, Currais Novos - RN	-6,277593	-37	393633,963	t clínquer
569	Produção cimento	Rio Grande do Norte	3	Mossoró	2017	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	393633,963	t clínquer
570	Produção cimento	Rio Grande do Norte	3	Baraúna	2017	MIZU, Baraúna - RN	-5,073479	-38	393633,963	t clínquer
571	Produção cimento	Rio Grande do Norte	3	Currais Novos	2018	ELO, Currais Novos - RN	-6,277593	-37	346550,7778	t clínquer
572	Produção cimento	Rio Grande do Norte	3	Mossoró	2018	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	346550,7778	t clínquer
573	Produção cimento	Rio Grande do Norte	3	Baraúna	2018	MIZU, Baraúna - RN	-5,073479	-38	346550,7778	t clínquer
574	Produção cimento	Rio Grande do Norte	3	Currais Novos	2019	ELO, Currais Novos - RN	-6,277593	-37	332487,6667	t clínquer
575	Produção cimento	Rio Grande do Norte	3	Mossoró	2019	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	332487,6667	t clínquer
576	Produção cimento	Rio Grande do Norte	3	Baraúna	2019	MIZU, Baraúna - RN	-5,073479	-38	332487,6667	t clínquer
577	Produção cimento	Rio Grande do Norte	3	Currais Novos	2020	ELO, Currais Novos - RN	-6,277593	-37	408102,4444	t clínquer
578	Produção cimento	Rio Grande do Norte	3	Mossoró	2020	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	408102,4444	t clínquer
579	Produção cimento	Rio Grande do Norte	3	Baraúna	2020	MIZU, Baraúna - RN	-5,073479	-38	408102,4444	t clínquer
580	Produção cimento	Rio Grande do Norte	3	Currais Novos	2021	ELO, Currais Novos - RN	-6,277593	-37	461022,7778	t clínquer
581	Produção cimento	Rio Grande do Norte	3	Mossoró	2021	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	461022,7778	t clínquer
582	Produção cimento	Rio Grande do Norte	3	Baraúna	2021	MIZU, Baraúna - RN	-5,073479	-38	461022,7778	t clínquer
583	Produção cimento	Rio Grande do Norte	3	Currais Novos	2022	ELO, Currais Novos - RN	-6,277593	-37	229351,4815	t clínquer
584	Produção cimento	Rio Grande do Norte	3	Mossoró	2022	NASSAU (Grupo João Santos), Mossoró - RN	-5,201992	-37	229351,4815	t clínquer
585	Produção cimento	Rio Grande do Norte	3	Baraúna	2022	MIZU, Baraúna - RN	-5,073479	-38	229351,4815	t clínquer
586	Produção cimento	Rio Grande do Sul	4	Candiota	2014	INTERCEMENT, Candiota - RS	-31,584917	-54	521210,4167	t clínquer
587	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2014	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	521210,4167	t clínquer
588	Produção cimento	Rio Grande do Sul	4	Esteio	2014	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	521210,4167	t clínquer
589	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2014	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	521210,4167	t clínquer
590	Produção cimento	Rio Grande do Sul	4	Candiota	2015	INTERCEMENT, Candiota - RS	-31,584917	-54	462237,5833	t clínquer
591	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2015	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	462237,5833	t clínquer
592	Produção cimento	Rio Grande do Sul	4	Esteio	2015	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	462237,5833	t clínquer
593	Produção cimento	Rio Grande do Sul	4	Pinheiro Machado	2015	VOTORANTIM CIMENTOS, Pinheiro Machado - RS	-31,513336	-54	462237,5833	t clínquer
594	Produção cimento	Rio Grande do Sul	4	Candiota	2016	INTERCEMENT, Candiota - RS	-31,584917	-54	381787,1667	t clínquer
595	Produção cimento	Rio Grande do Sul	4	Nova Santa Rita	2016	INTERCEMENT, Nova Santa Rita - RS	-29,924917	-51	381787,1667	t clínquer
596	Produção cimento	Rio Grande do Sul	4	Esteio	2016	VOTORANTIM CIMENTOS, Esteio - RS	-29,842838	-51	381787,1667	t clínquer
